title,tags
Twilight Zone,scienc fiction drama the sun blaze down from the sky with destruct power; expos oneself to it light mean death. peopl have transpos everyday exist to the night. in the metropoli of half world a cultur base on variou languag and lifeform ha grown rampant. everyon is look for a way to survive. florian flicker rainer egger dani levi merced echer maria schrader
Paraguayan Hammock,"drama woman director set in 1935, a coupl of age smallhold are wait for their son, for rain, for better days. paz encina georgina gene ramón del río jorg lópez"
Heaven's Heart,"two couples, old friends, end up in a heat debat over adulteri at a dinner party. simon staho mikael persbrandt"
Woman of Water,"ryo (ua) personifi water, sinc whenev someth import happen in her life, it rains. she inherit a bathhous and meet a pyromaniac name yusaku (tadanobu asano of “electr dragon 80.000 v,” “distance”). their confront lead to an inevit union, just like element of natur blend together. hidenori sugimori tadanobu asano ua hikaru yutaka enatsu"
Nathalie Granger,"drama foreign deputi independ film teacher mother daughter relationship woman director with littl or no embellishment, filmmak marguerit dura offer a simple, often wordless chronicl of a woman' day. she and her friend are seen do yard work, talk about their famili and receiv the occasion visitor. the brightest spot in the day is when a wash machin salesman come to call. marguerit dura lucia bosé jeann moreau luce garcia-vil gérard depardieu"
The Lonely Voice of Man,"drama man-woman relat the film is sokurov' featur film debut and is base on the novel the river potudan by andrei platonov. it' a stori about the live of peopl in the russian countrysid in the begin of the 20th century. the film wa complet in 1979 as a graduat film, but wa ban by the soviet state and didn't premier until 1987. alexand sokurov tatyana goryacheva andrey gradov vladimir degtyarev"
Cantata,drama a young doctor undergo a spiritu crisi when he return to hi rural home. mikló jancsó zoltán latinovit andor ajtay béla barsi gyula bodrogi
Opium: Diary of a Madwoman,drama a drug-addict doctor who work in an asylum discov that one of hi patient is a gift writer. jáno szász ulrich thomsen zsolt lászló enikö börcsök
Almanac of Fall,"drama sexual abus hungari melancholi friendship reveng famili relationship redempt psycholog thriller poverti hungarian apart mind game intimaci possibl inspir by the existenti play no exit by jean-paul sartre, thi stori about five peopl live in close quarter in a small apart convey the same angst as sartre' well-known stori about the natur of hell. a single, older mother own the apartment, where a nurs who ha brought along a presum lover tend her. the sick woman' son live there, too, constantli think about how to get hi hand on hi mother' money. the last member of thi unhappi ""family"" is a former teacher now down on hi luck and out of work. the three men and the nurs are depend on the sick woman, on her money and her apartment, just as she is depend on them. yet these individu are two-faced, scheming, and prone to anger. unabl to break away and leave, at the same time they find no solac in stay -- make a difficult two hour of miseri for the averag viewer to take on without a therapist. béla tarr temessi hédi erika bodnár mikló b. székeli pál hetényi"
Fruit of Paradise,"drama woman director the stori is an allegori of adam and eve, in a modern (made in the '60s) health retreat. the action involv our hero wander the ground where she becom obsess with a mysteri man in red, who may or may not be a killer. věra chytilová jitka novákova karel novak jan schmid alic auspergerová"
Pavee Lackeen: The Traveller Girl,"drama foreign independ film an intim portrait of a resili and spirit young girl and her proud and dignifi family, who are part of ireland' ""traveller"" community. perri ogden winni maughan"
Pink Ulysses,"greek mytholog homoerotic lgbt an actor prepares, remov hi shirt to iron it. all shirt stay off. in a mix of black and white, colour, and old film clips, a homoerot odyssey begins. troy is sacked, and odysseu start hi languor journey back to penelop and telemachos, who wait in ithaca. odysseu dreams: young well-muscl men roll on sheets, hand remov flower to disclos a sculpt torso. the ship toss odysseus; gob sleep in hammocks; a storm beat down and a life boat seek a strand. circe, disguis as penelope, seduc odysseus; he stay with her for seven years. in ithaca, penelop and her suitor are impatient. will odysseu arriv befor the film crew break for lunch? eric de kuyper"
Pop Skull,"horror thriller independ film drug prescript drug abus addl prescript drug addict daniel find himself unravel further under the stress of a recent breakup. wors yet, he live in a hous haunt by nightmarish event from the past, imag of which torment him in terrifi dreams. thi hallucinatori horror film leap off the screen with it disturbingli vivid visuals. adam wingard lane hugh brandon carrol maggi gwin hannah hugh"
Revue,"histori documentari foreign as he did with hi critically-acclaim ""blockade,"" a documentari re-creat of the wwii sieg of leningrad, which receiv it ny theatric premier in march 2007, filmmak sergei loznitsa ha onc again scour the russian film archiv for ""revue,"" select excerpt from newsreels, propaganda films, tv show and featur film that present an evoc portrait of soviet life dure the 1950 and 1960s. with scene taken from the length and breadth of the “soviet motherland,” ""revue"" illustr industri and agriculture, polit life, popular culture, and technology. the film’ fascin flow of dispar scene repres typic soviet life of the period is, seen from today’ perspective, altern poignant, funny, and tragic sergey loznitsa"
Bipedalism,"drama scienc fiction human evolut human experiment archiv footag the main charact is crazi about about depict variou anomali in art. accident he find a cinematographi archiv which make him advanc a complet new theori on the reason whi human becam bipedal. yufit proce with the plot by describ a scientist struggl against the epidem wave of anomali in the physic and mental world themat start in hi other films. thi time the struggl take place on the background of paleoanthropology, psychoanalysi and modern art. as materi of the museum of anthropolog and other archiv are includ in the film, it overstep the boundari between a featur film and documentary. yevgeni yufit aleksandr anikeyenko sergei chernov stanislav ilyukhin valeri krishtapenko"
Le révélateur,"drama experiment film a 4-year-old child is the element from and around which the action develops, and bring sentiment and emot to light. (the french word ""révélateur""/develop describ the product to develop or ""reveal"" film negatives.) philipp garrel laurent terzieff bernadett lafont stanisla robiol"
